ID,Date,Time,Temp,,,
248,2026-05-23,16:37,31.9,,,
249,2026-05-23,17:07,30.8,,,
250,2026-05-23,17:37,29.2,,,
251,2026-05-23,18:07,27.9,,,
252,2026-05-23,18:37,26.6,,,
253,2026-05-23,19:07,25.4,,,
254,2026-05-23,19:37,24,,,
255,2026-05-23,20:07,22.9,,,
256,2026-05-23,20:37,21.9,,,
257,2026-05-23,21:07,21,,,
258,2026-05-23,21:37,20,,,
259,2026-05-23,22:07,19.3,,,
260,2026-05-23,22:37,18.7,,,
261,2026-05-23,23:07,18.2,,,
262,2026-05-23,23:37,17.9,,,
263,2026-05-24,0:07,17.6,,,
264,2026-05-24,0:37,17.4,,,
265,2026-05-24,1:07,17.2,,,
266,2026-05-24,1:37,16.9,,,
267,2026-05-24,2:07,16.5,,,
268,2026-05-24,2:37,16.2,,,
269,2026-05-24,3:07,15.9,,,
270,2026-05-24,3:37,15.5,,,
271,2026-05-24,4:07,15,,,
272,2026-05-24,4:37,14.5,,,
273,2026-05-24,5:07,14.3,,,
274,2026-05-24,5:37,14.2,,,
275,2026-05-24,6:07,14.3,,,
276,2026-05-24,6:37,14.4,,,
277,2026-05-24,7:07,14.7,,,
278,2026-05-24,7:37,15.3,,,
279,2026-05-24,8:07,16.2,,,
280,2026-05-24,8:37,17.1,,,
281,2026-05-24,9:07,17.6,,,
282,2026-05-24,9:37,18.1,,,
283,2026-05-24,10:07,18.1,,,
284,2026-05-24,10:37,18.5,,,
285,2026-05-24,11:07,21.4,,,
286,2026-05-24,11:37,26.2,,,
287,2026-05-24,12:07,29.5,,,
288,2026-05-24,12:37,31.7,,,
289,2026-05-24,13:07,32.8,,,
290,2026-05-24,13:37,33.1,,,
291,2026-05-24,14:07,32.8,,,
292,2026-05-24,14:37,32.7,,,
293,2026-05-24,15:07,32.4,,,
294,2026-05-24,15:37,32.3,,,
295,2026-05-24,16:07,32.5,,,
296,2026-05-24,16:37,32.5,,,
297,2026-05-24,17:07,31.3,,,
298,2026-05-24,17:37,29.7,,,
299,2026-05-24,18:07,28.3,,,
300,2026-05-24,18:37,26.9,,,
301,2026-05-24,19:07,25.4,,,
302,2026-05-24,19:37,23.9,,,
303,2026-05-24,20:07,22.6,,,
304,2026-05-24,20:37,21.4,,,
305,2026-05-24,21:07,20.6,,,
306,2026-05-24,21:37,19.9,,,
307,2026-05-24,22:07,19.4,,,
308,2026-05-24,22:37,19,,,
309,2026-05-24,23:07,18.6,,,
310,2026-05-24,23:37,18.2,,,
311,2026-05-25,0:07,17.8,,,
312,2026-05-25,0:37,17.4,,,
313,2026-05-25,1:07,17.1,,,
314,2026-05-25,1:37,16.7,,,
315,2026-05-25,2:07,16.3,,,
316,2026-05-25,2:37,15.8,,,
317,2026-05-25,3:07,15.5,,,
318,2026-05-25,3:37,15.1,,,
319,2026-05-25,4:07,14.8,,,
320,2026-05-25,4:37,14.6,,,
321,2026-05-25,5:07,14.4,,,
322,2026-05-25,5:37,14.5,,,
323,2026-05-25,6:07,14.7,,,
324,2026-05-25,6:37,15,,,
325,2026-05-25,7:07,15.3,,,
326,2026-05-25,7:37,15.7,,,
327,2026-05-25,8:07,16.1,,,
328,2026-05-25,8:37,16.2,,,
329,2026-05-25,9:07,16.5,,,
330,2026-05-25,9:37,16.9,,,
331,2026-05-25,10:07,17.5,,,
332,2026-05-25,10:37,18.2,,,
333,2026-05-25,11:07,21.3,,,
334,2026-05-25,11:37,26.2,,,
335,2026-05-25,12:07,29.6,,,
336,2026-05-25,12:37,31.9,,,
337,2026-05-25,13:07,33.3,,,
338,2026-05-25,13:37,33.2,,,
339,2026-05-25,14:07,32,,,
340,2026-05-25,14:37,31.6,,,
341,2026-05-25,15:07,31.5,,,
342,2026-05-25,15:37,30.9,,,
343,2026-05-25,16:07,30.3,,,
344,2026-05-25,16:37,30.5,,,
345,2026-05-25,17:07,29.6,,,
346,2026-05-25,17:37,28.2,,,
347,2026-05-25,18:07,26.8,,,
348,2026-05-25,18:37,25.6,,,
349,2026-05-25,19:07,24.6,,,
350,2026-05-25,19:37,23.6,,,
351,2026-05-25,20:07,22.9,,,
352,2026-05-25,20:37,22.3,,,
353,2026-05-25,21:07,21.6,,,
354,2026-05-25,21:37,20.9,,,
355,2026-05-25,22:07,20.1,,,
356,2026-05-25,22:37,19.2,,,
357,2026-05-25,23:07,18.4,,,
358,2026-05-25,23:37,17.8,,,
359,2026-05-26,0:07,17.1,,,
360,2026-05-26,0:37,16.6,,,
361,2026-05-26,1:07,16.2,,,
362,2026-05-26,1:37,15.8,,,
363,2026-05-26,2:07,15.4,,,
364,2026-05-26,2:37,15.1,,,
365,2026-05-26,3:07,14.9,,,
366,2026-05-26,3:37,14.7,,,
367,2026-05-26,4:07,14.5,,,
368,2026-05-26,4:37,14.3,,,
369,2026-05-26,5:07,14.2,,,
370,2026-05-26,5:37,14.2,,,
371,2026-05-26,6:07,14.3,,,
372,2026-05-26,6:37,14.3,,,
373,2026-05-26,7:07,14.5,,,
374,2026-05-26,7:37,14.7,,,
375,2026-05-26,8:07,15.3,,,
376,2026-05-26,8:37,15.5,,,
377,2026-05-26,9:07,15.6,,,
378,2026-05-26,9:37,15.3,,,
379,2026-05-26,10:07,15.1,,,
380,2026-05-26,10:37,15.3,,,
381,2026-05-26,11:07,15.5,,,
382,2026-05-26,11:37,16.1,,,
383,2026-05-26,12:07,16.5,,,
384,2026-05-26,12:37,16.5,,,
385,2026-05-26,13:07,16.5,,,
386,2026-05-26,13:37,16.7,,,
387,2026-05-26,14:07,16.9,,,
388,2026-05-26,14:37,17,,,
389,2026-05-26,15:07,16.9,,,
390,2026-05-26,15:37,16.5,,,
391,2026-05-26,16:07,16.1,,,
392,2026-05-26,16:37,15.5,,,
393,2026-05-26,17:07,15.1,,,
394,2026-05-26,17:37,14.7,,,
395,2026-05-26,18:07,14.5,,,
396,2026-05-26,18:37,14.3,,,
397,2026-05-26,19:07,14,,,
398,2026-05-26,19:37,13.8,,,
399,2026-05-26,20:07,13.6,,,
400,2026-05-26,20:37,13.4,,,
401,2026-05-26,21:07,13.3,,,
402,2026-05-26,21:37,13.2,,,
403,2026-05-26,22:07,13.1,,,
404,2026-05-26,22:37,13.1,,,
405,2026-05-26,23:07,13,,,
406,2026-05-26,23:37,13,,,
407,2026-05-27,0:07,13,,,
408,2026-05-27,0:37,12.9,,,
409,2026-05-27,1:07,12.9,,,
410,2026-05-27,1:37,12.9,,,
411,2026-05-27,2:07,12.8,,,
412,2026-05-27,2:37,12.7,,,
413,2026-05-27,3:07,12.7,,,
414,2026-05-27,3:37,12.6,,,
415,2026-05-27,4:07,12.6,,,
416,2026-05-27,4:37,12.6,,,
417,2026-05-27,5:07,12.6,,,
418,2026-05-27,5:37,12.7,,,
419,2026-05-27,6:07,12.9,,,
420,2026-05-27,6:37,13.2,,,
421,2026-05-27,7:07,13.7,,,
422,2026-05-27,7:37,14.5,,,
423,2026-05-27,8:07,15.4,,,
424,2026-05-27,8:37,16.2,,,
425,2026-05-27,9:07,17.2,,,
426,2026-05-27,9:37,17.9,,,
427,2026-05-27,10:07,17.8,,,
428,2026-05-27,10:37,18.2,,,
429,2026-05-27,11:07,20.5,,,
430,2026-05-27,11:37,24.1,,,
431,2026-05-27,12:07,26.8,,,
432,2026-05-27,12:37,27.8,,,
433,2026-05-27,13:07,26.1,,,
434,2026-05-27,13:37,26.8,,,
435,2026-05-27,14:07,27.3,,,
436,2026-05-27,14:37,27.7,,,
437,2026-05-27,15:07,28,,,
438,2026-05-27,15:37,27.4,,,
439,2026-05-27,16:07,26.9,,,
440,2026-05-27,16:37,26,,,
441,2026-05-27,17:07,25.1,,,
442,2026-05-27,17:37,24.4,,,
443,2026-05-27,18:07,23.6,,,
444,2026-05-27,18:37,22.6,,,
445,2026-05-27,19:07,21.7,,,
446,2026-05-27,19:37,20.8,,,
447,2026-05-27,20:07,20.1,,,
448,2026-05-27,20:37,19.4,,,
449,2026-05-27,21:07,18.9,,,
450,2026-05-27,21:37,18.5,,,
451,2026-05-27,22:07,18.1,,,
452,2026-05-27,22:37,17.7,,,
453,2026-05-27,23:07,17.2,,,
454,2026-05-27,23:37,16.8,,,
455,2026-05-28,0:07,16.3,,,
456,2026-05-28,0:37,15.9,,,
457,2026-05-28,1:07,15.5,,,
458,2026-05-28,1:37,15.2,,,
459,2026-05-28,2:07,14.9,,,
460,2026-05-28,2:37,14.6,,,
461,2026-05-28,3:07,14.3,,,
462,2026-05-28,3:37,14.1,,,
463,2026-05-28,4:07,14,,,
464,2026-05-28,4:37,13.9,,,
465,2026-05-28,5:07,13.9,,,
466,2026-05-28,5:37,14,,,
467,2026-05-28,6:07,14.4,,,
468,2026-05-28,6:37,15,,,
469,2026-05-28,7:07,15.5,,,
470,2026-05-28,7:37,15.9,,,
471,2026-05-28,8:07,16.3,,,
472,2026-05-28,8:37,16.6,,,
473,2026-05-28,9:07,16.7,,,
474,2026-05-28,9:37,17,,,
475,2026-05-28,10:07,17.5,,,
476,2026-05-28,10:37,18.7,,,
477,2026-05-28,11:07,22.6,,,
478,2026-05-28,11:37,27.1,,,
479,2026-05-28,12:07,29.9,,,
480,2026-05-28,12:37,31.8,,,
481,2026-05-28,13:07,32.8,,,
482,2026-05-28,13:37,32.1,,,
483,2026-05-28,14:07,32.7,,,
484,2026-05-28,14:37,31.6,,,
485,2026-05-28,15:07,29.5,,,
486,2026-05-28,15:37,27.4,,,
487,2026-05-28,16:07,25.9,,,
488,2026-05-28,16:37,24.5,,,
489,2026-05-28,17:07,23.7,,,
490,2026-05-28,17:37,22.9,,,
491,2026-05-28,18:07,22.2,,,
492,2026-05-28,18:37,21.6,,,
493,2026-05-28,19:07,20.9,,,
494,2026-05-28,19:37,20.3,,,
495,2026-05-28,20:07,19.8,,,
496,2026-05-28,20:37,19.3,,,
497,2026-05-28,21:07,18.8,,,
498,2026-05-28,21:37,18.4,,,
499,2026-05-28,22:07,18,,,
500,2026-05-28,22:37,17.6,,,
501,2026-05-28,23:07,17.2,,,
502,2026-05-28,23:37,16.8,,,
503,2026-05-29,0:07,16.4,,,
504,2026-05-29,0:37,16.1,,,
505,2026-05-29,1:07,15.7,,,
506,2026-05-29,1:37,15.3,,,
507,2026-05-29,2:07,14.9,,,
508,2026-05-29,2:37,14.7,,,
509,2026-05-29,3:07,14.4,,,
510,2026-05-29,3:37,13.9,,,
511,2026-05-29,4:07,13.5,,,
512,2026-05-29,4:37,13.2,,,
513,2026-05-29,5:07,13,,,
514,2026-05-29,5:37,13.1,,,
515,2026-05-29,6:07,13.2,,,
516,2026-05-29,6:37,13.4,,,
517,2026-05-29,7:07,13.5,,,
518,2026-05-29,7:37,13.7,,,
519,2026-05-29,8:07,13.9,,,
520,2026-05-29,8:37,14.2,,,
521,2026-05-29,9:07,14.5,,,
522,2026-05-29,9:37,14.8,,,
523,2026-05-29,10:07,15.3,,,
524,2026-05-29,10:37,16.5,,,
525,2026-05-29,11:07,20.2,,,
526,2026-05-29,11:37,24.8,,,
527,2026-05-29,12:07,27.1,,,
528,2026-05-29,12:37,27.7,,,
529,2026-05-29,13:07,30,,,
530,2026-05-29,13:37,31.1,,,
531,2026-05-29,14:07,31.8,,,
532,2026-05-29,14:37,31.6,,,
533,2026-05-29,15:07,30.2,,,
534,2026-05-29,15:37,28.4,,,
535,2026-05-29,16:07,27,,,
536,2026-05-29,16:37,25.4,,,
537,2026-05-29,17:07,24,,,
538,2026-05-29,17:37,22.8,,,
539,2026-05-29,18:07,21.3,,,
540,2026-05-29,18:37,20.3,,,
541,2026-05-29,19:07,19.6,,,
542,2026-05-29,19:37,19,,,
543,2026-05-29,20:07,18.4,,,
544,2026-05-29,20:37,18,,,
545,2026-05-29,21:07,17.5,,,
546,2026-05-29,21:37,17.2,,,
547,2026-05-29,22:07,16.8,,,
548,2026-05-29,22:37,16.5,,,
549,2026-05-29,23:07,16.2,,,
550,2026-05-29,23:37,16.1,,,
551,2026-05-30,0:07,15.8,,,
552,2026-05-30,0:37,15.5,,,
553,2026-05-30,1:07,15.4,,,
554,2026-05-30,1:37,15.2,,,
555,2026-05-30,2:07,15,,,
556,2026-05-30,2:37,14.8,,,
557,2026-05-30,3:07,14.6,,,
558,2026-05-30,3:37,14.4,,,
559,2026-05-30,4:07,13.9,,,
560,2026-05-30,4:37,13.4,,,
561,2026-05-30,5:07,13,,,
562,2026-05-30,5:37,13,,,
563,2026-05-30,6:07,13,,,
564,2026-05-30,6:37,13.2,,,
565,2026-05-30,7:07,13.6,,,
566,2026-05-30,7:37,14,,,
567,2026-05-30,8:07,14.3,,,
568,2026-05-30,8:37,14.3,,,
569,2026-05-30,9:07,14.3,,,
570,2026-05-30,9:37,14.4,,,
571,2026-05-30,10:07,14.6,,,
572,2026-05-30,10:37,14.5,,,
573,2026-05-30,11:07,14.6,,,
574,2026-05-30,11:37,14.7,,,
575,2026-05-30,12:07,14.7,,,
576,2026-05-30,12:37,15.3,,,
577,2026-05-30,13:07,15.8,,,
578,2026-05-30,13:37,16.1,,,
579,2026-05-30,14:07,16.7,,,
580,2026-05-30,14:37,17.5,,,
581,2026-05-30,15:07,18.3,,,
582,2026-05-30,15:37,18.8,,,
583,2026-05-30,16:07,19.8,,,
584,2026-05-30,16:37,19.7,,,
585,2026-05-30,17:07,19.1,,,
586,2026-05-30,17:37,18.6,,,
587,2026-05-30,18:07,18,,,
588,2026-05-30,18:37,17.4,,,
589,2026-05-30,19:07,16.6,,,
590,2026-05-30,19:37,15.8,,,
591,2026-05-30,20:07,15,,,
592,2026-05-30,20:37,14.2,,,
593,2026-05-30,21:07,13.6,,,
594,2026-05-30,21:37,13.2,,,
595,2026-05-30,22:07,12.8,,,
596,2026-05-30,22:37,12.5,,,
597,2026-05-30,23:07,12.2,,,
598,2026-05-30,23:37,11.8,,,
599,2026-05-31,0:07,11.4,,,
600,2026-05-31,0:37,11,,,
601,2026-05-31,1:07,10.8,,,
602,2026-05-31,1:37,10.6,,,
603,2026-05-31,2:07,10.6,,,
604,2026-05-31,2:37,10.4,,,
605,2026-05-31,3:07,10.2,,,
606,2026-05-31,3:37,10,,,
607,2026-05-31,4:07,9.8,,,
608,2026-05-31,4:37,9.6,,,
609,2026-05-31,5:07,9.5,,,
610,2026-05-31,5:37,9.4,,,
611,2026-05-31,6:07,9.4,,,
612,2026-05-31,6:37,9.6,,,
613,2026-05-31,7:07,9.9,,,
614,2026-05-31,7:37,10.5,,,
615,2026-05-31,8:07,11,,,
616,2026-05-31,8:37,11.6,,,
617,2026-05-31,9:07,11.8,,,
618,2026-05-31,9:37,12,,,
619,2026-05-31,10:07,12.4,,,
620,2026-05-31,10:37,13.3,,,
621,2026-05-31,11:07,16.5,,,
622,2026-05-31,11:37,20.4,,,
623,2026-05-31,12:07,23,,,
624,2026-05-31,12:37,24,,,
625,2026-05-31,13:07,25.7,,,
626,2026-05-31,13:37,27,,,
627,2026-05-31,14:07,27.6,,,
628,2026-05-31,14:37,28.4,,,
629,2026-05-31,15:07,28.4,,,
630,2026-05-31,15:37,28.1,,,
631,2026-05-31,16:07,26.8,,,
632,2026-05-31,16:37,26,,,
633,2026-05-31,17:07,25.2,,,
634,2026-05-31,17:37,24.2,,,
635,2026-05-31,18:07,23.1,,,
636,2026-05-31,18:37,22,,,
637,2026-05-31,19:07,20.9,,,
638,2026-05-31,19:37,19.7,,,
639,2026-05-31,20:07,18.5,,,
640,2026-05-31,20:37,17.6,,,
641,2026-05-31,21:07,16.9,,,
642,2026-05-31,21:37,16.3,,,
643,2026-05-31,22:07,15.7,,,
644,2026-05-31,22:37,15.2,,,
645,2026-05-31,23:07,14.7,,,
646,2026-05-31,23:37,14.2,,,
647,2026-06-01,0:07,13.8,,,
648,2026-06-01,0:37,13.5,,,
649,2026-06-01,1:07,13.2,,,
650,2026-06-01,1:37,12.9,,,
651,2026-06-01,2:07,12.5,,,
652,2026-06-01,2:37,12.2,,,
653,2026-06-01,3:07,12.1,,,
654,2026-06-01,3:37,11.9,,,
655,2026-06-01,4:07,11.6,,,
656,2026-06-01,4:37,11.4,,,
657,2026-06-01,5:07,11.4,,,
658,2026-06-01,5:37,11.5,,,
659,2026-06-01,6:07,11.6,,,
660,2026-06-01,6:37,12.1,,,
661,2026-06-01,7:07,12.5,,,
662,2026-06-01,7:37,12.7,,,
663,2026-06-01,8:07,13,,,
664,2026-06-01,8:37,13.2,,,
665,2026-06-01,9:07,13.9,,,
666,2026-06-01,9:37,14.9,,,
667,2026-06-01,10:07,16,,,
668,2026-06-01,10:37,17.2,,,
669,2026-06-01,11:07,18.5,,,
670,2026-06-01,11:37,20.1,,,
671,2026-06-01,12:07,20.8,,,
672,2026-06-01,12:37,22.8,,,
673,2026-06-01,13:07,24.3,,,
674,2026-06-01,13:37,24.8,,,
675,2026-06-01,14:07,24.3,,,
676,2026-06-01,14:37,25.1,,,
677,2026-06-01,15:07,25.4,,,
678,2026-06-01,15:37,25,,,
679,2026-06-01,16:07,24.5,,,
680,2026-06-01,16:37,24.2,,,
681,2026-06-01,17:07,23.7,,,
682,2026-06-01,17:37,22.9,,,
683,2026-06-01,18:07,22.1,,,
684,2026-06-01,18:37,21.1,,,
685,2026-06-01,19:07,20.2,,,
686,2026-06-01,19:37,19.4,,,
687,2026-06-01,20:07,18.5,,,
688,2026-06-01,20:37,17.7,,,
689,2026-06-01,21:07,16.9,,,
690,2026-06-01,21:37,16.2,,,
691,2026-06-01,22:07,15.5,,,
692,2026-06-01,22:37,15,,,
693,2026-06-01,23:07,14.6,,,
694,2026-06-01,23:37,14.2,,,
695,2026-06-02,0:07,13.8,,,
696,2026-06-02,0:37,13.4,,,
697,2026-06-02,1:07,13.1,,,
698,2026-06-02,1:37,12.8,,,
699,2026-06-02,2:07,12.5,,,
700,2026-06-02,2:37,12.2,,,
701,2026-06-02,3:07,11.9,,,
702,2026-06-02,3:37,11.7,,,
703,2026-06-02,4:07,11.5,,,
704,2026-06-02,4:37,11.2,,,
705,2026-06-02,5:07,11.1,,,
